EPI,EPI_corr,MF_tau3_d8,sib
0.9997194163860831,0.9997194163860831,0.6999859708193041,0.9997194163860831
0.9303643724696355,0.9746738641475483,0.4171839856050382,0.9586144849302743
1.0,1.0,0.7455205811138015,1.0
0.9998647186147186,0.9998647186147186,0.6877705627705627,0.9998647186147186
0.9990501424786282,0.9996000599910014,0.6926211068339749,1.0
0.9786805078929307,0.978337336993823,0.5355181880576527,0.9793239533287578
0.9994601889338731,0.9997300944669366,0.534008097165992,0.9999100314889788
0.9976673427991887,0.9990365111561866,0.727003042596349,0.999340770791075
0.9980581224052497,0.9959823222177582,0.8365809562073122,0.9949109414758269
0.9739416427728116,0.9732669927475122,0.5739163433968629,0.974616292798111
0.9939951289157639,0.9929033341731754,0.5653397161333669,0.9947509868144789
0.9989565217391304,0.9989130434782608,0.6191739130434784,0.998695652173913
0.9737741664331746,0.9733818996917905,0.23620061641916504,0.983188568226394
0.9711965811965813,0.9751282051282051,0.3922649572649573,0.9799572649572649
0.9912776412776413,0.9912776412776413,0.4596232596232596,0.9916461916461917
0.9873844257242654,0.9873844257242654,0.5104992808711732,0.9918224779124718
0.95696,0.96336,0.47520000000000007,0.9680799999999999
0.9130700681460772,0.9405469159531714,0.41407478595142405,0.921894111479993
0.9915364583333334,0.9973366477272727,0.8420632102272726,0.9969815340909091
0.9838349058713053,0.9927111747082233,0.687430130125654,0.9929347583061306
0.9995151906916613,0.9994074552898082,0.5518745959922431,0.9992458521870287
0.9814566115702479,0.9853305785123966,0.40224690082644626,0.9771177685950414
0.9998480935743582,0.9998987290495722,0.6925920299762014,1.0
0.86463199418665,0.8771929824561403,0.2526471504204298,0.8984220907297831
0.9867549668874173,0.9932129488708815,0.5674386080375139,0.9937065525893628
0.999545805513921,0.999545805513921,0.6791115955852295,0.9994095471680974
0.9983093829247676,0.9989433643279797,0.5630600169061707,0.998858833474218
0.963988770111219,0.9739768923442392,0.4002807472195227,0.9816974408811143
0.9998116583482437,0.9999058291741219,0.7992277992277992,1.0
0.9982231366314411,0.9982231366314411,0.8458337229963527,0.9992518470027121
0.9732322450874207,0.9688225282376606,0.18412501934086337,0.9721491567383568
0.9904496281271129,0.9727011494252874,0.33403059499661936,0.9639959432048683
0.9361098327964412,0.9565117349286701,0.393005062126093,0.9522165976376744
0.999197753710389,0.9990373044524669,0.44368231046931406,0.9991977537103891
0.9997603986965689,0.9999520797393139,0.6053766532489937,1.0
